OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address
8547,8/19/2020,8/27/2020,4,Human,47.11613,-119.4629,WACWC,Grass,US-WA,8,Group-1,"Mae Valley Road Northeast, Mae, Grant County, Washington, United States"
8548,6/25/2020,7/3/2020,0.35587782,Natural,39.58495,-116.9697,NVCNC,Brush,US-NV,8,Group-1,"Barton Spring, Grass Valley Road, McGinness Hills Geothermal Complex, Lander County, Nevada, United States"
8549,7/15/2020,7/19/2020,1.1,Unknown,44.29744,-106.2338,WYCPC,Brush,US-WY,4,Group-1,"Johnson County, Wyoming, United States"
8550,10/26/2020,3/10/2021,0.1,Unknown,34.108261,-117.182504,CASBCC,Grass-Shrub,US-CA,135,Group-5,"28455, Greenspot Road, Highland, San Bernardino County, California, 92346, United States"
8551,8/20/2020,9/25/2020,109,Human,46.68354,-119.0058,WACWC,Grass-Shrub,US-WA,36,Group-3,"WA 17, Franklin County, Washington, United States"
8552,9/3/2020,9/4/2020,4,Human,40.8477,-122.3376,CARICC,Grass-Shrub,US-CA,1,Group-1,"19401, Gilman Road, Shasta County, California, 96051, United States"
8553,2/3/2020,2/6/2020,4,Human,37.54293,-79.60584,VAVIC,Timber,US-VA,3,Group-1,"562, FR 59, Botetourt County, Virginia, 24066, United States"
8554,5/31/2020,5/31/2020,0.1,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
8555,11/4/2020,12/4/2020,4,Human,42.6069,-110.0803,WYCPC,Grass-Shrub,US-WY,30,Group-3,"US 189, Marbleton, Sublette County, Wyoming, 83113, United States"
8556,3/10/2021,3/12/2021,0.3,Human,25.90228,-81.33891,FLFIC,Grass,US-FL,2,Group-1,"Tamiami Trail, Collier County, Florida, United States"
8557,11/16/2020,11/16/2020,1,Human,31.05945,-93.10974,LALIC,Timber,US-LA,0,Group-1,"Vernon Parish, Louisiana, United States"
8558,8/13/2020,8/28/2020,6.836158,Human,42.40144,-114.5759,IDSCC,Brush,US-ID,15,Group-2,"North 2400 East, Hollister, Twin Falls County, Idaho, 89825, United States"
8559,4/24/2021,5/8/2021,4,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,,,"319, Steward Road, Monson, Maine, 04464, United States"
8560,2/29/2020,6/8/2020,4,Human,28.18582056,-81.96352249,FLFIC,Grass,US-FL,100,Group-5,"Wildlife Trail, Polk County, Florida, 33809, United States"
8561,6/28/2020,6/29/2020,105.1426077,Natural,44.47599,-107.6226,WYCDC,Grass-Shrub,US-WY,1,Group-1,"Big Horn County, Wyoming, United States"
8562,7/10/2020,7/24/2020,592.7097975,Unknown,43.63769,-105.5847,WYCPC,Grass,US-WY,,,"Campbell County, Wyoming, United States"
8563,3/7/2020,3/9/2020,4,Human,37.55008,-90.99739,MOMOC,Timber,US-MO,2,Group-1,"State Highway J, Oates, Reynolds County, Missouri, 63625, United States"
8564,2/28/2020,3/7/2020,4,Human,36.2305,-96.08191,ARAOC,Timber,US-OK,8,Group-1,"West 53rd Street North, Sand Springs, Osage County, Oklahoma, United States"
8565,9/22/2020,9/26/2020,254.4718837,Natural,36.928,-113.7048,UTCDC,Brush,US-AZ,4,Group-1,"Mohave County, Arizona, United States"
8566,5/16/2020,5/18/2020,4,Human,37.58765,-79.31997,VAVIC,Timber,US-VA,2,Group-1,"Pera Road, Pera, Amherst County, Virginia, United States"
8567,5/11/2020,5/21/2020,5.6,Human,41.080051,-120.705442,CASIFC,Grass,US-CA,10,Group-1,"Spooner Road, Lassen County, California, United States"
8568,1/23/2021,1/24/2021,0.1,Human,36.8067,-92.06567,MOMOC,Timber,US-MO,1,Group-1,"Siloam Lookout Tower, State Highway T, Siloam Springs, Howell County, Missouri, 65775, United States"
8569,6/22/2020,7/17/2020,134.2,Natural,67.15121,-152.4885,AKYTDC,Timber,US-AK,25,Group-2,"Unorganized Borough, Alaska, United States"
8570,8/1/2020,8/6/2020,4,Natural,43.44296,-103.5304,SDGPC,Unknown,US-SD,5,Group-1,"Fall River County, South Dakota, 57747, United States"
8571,7/5/2020,7/7/2020,4,Natural,42.98938,-107.3095,WYCPC,Grass-Shrub,US-WY,2,Group-1,"Natrona County, Wyoming, United States"
8572,4/16/2021,4/25/2021,152.4,Human,33.54541433,-111.45097,AZFDC,Grass-Shrub,US-AZ,9,Group-1,"Apache Trail, Maricopa County, Arizona, United States"
8573,5/1/2020,5/13/2020,105,Human,45.24263,-107.379,MTBDC,Timber,US-MT,12,Group-1,"Frontage Road, Spear, Big Horn County, Montana, United States"
8574,6/21/2020,6/30/2020,26.43236039,Human,37.08071,-113.3067,UTCDC,Grass,US-UT,9,Group-1,"Arizona Strip Road, Hurricane, Washington County, Utah, United States"
8575,4/14/2020,4/15/2020,4,Human,47.08103,-94.279,MNMNCC,Grass-Shrub,US-MN,1,Group-1,"County Road 39 Northeast, Brevik, Cass County, Minnesota, 56655, United States"
8576,7/16/2020,8/2/2020,8354.217331,Natural,36.33078,-112.573,AZWDC,Brush,US-AZ,17,Group-2,"Coconino County, Arizona, United States"
8577,6/4/2020,8/1/2020,95.29733241,Natural,66.32973,-154.2993,AKYTDC,Timber,US-AK,58,Group-4,"Unorganized Borough, Alaska, United States"
8578,7/4/2020,7/5/2020,30,Human,39.10454,-109.1955,UTMFC,Grass,US-UT,1,Group-1,"I 70;US 6;US 50, Grand County, Utah, United States"
8579,6/4/2020,6/16/2020,1009.6,Natural,68.07993,-160.0598,AKGADC,Grass-Shrub,US-AK,12,Group-1,"Northwest Arctic, Alaska, 99752, United States"
8580,5/30/2020,6/16/2020,4,Natural,46.89291,-119.2883,WACWC,Grass-Shrub,US-WA,17,Group-2,"West McManamon Road, Adams County, Washington, United States"
8581,9/16/2020,9/17/2020,4,Human,40.68486,-104.4661,COFTC,Grass,US-CO,1,Group-1,"Pawnee National Grasslands Road 63, Weld County, Colorado, United States"
8582,3/8/2020,3/9/2020,0.5,Human,39.564578,-82.320078,PAMACC,Grass,US-OH,1,Group-1,"Price Road, Hocking County, Ohio, 43138, United States"
8583,8/4/2020,8/7/2020,1.6,Natural,43.48215,-107.3852,WYCPC,Timber,US-WY,3,Group-1,"Natrona County, Wyoming, United States"
8584,10/19/2020,11/6/2020,45,Human,32.4415,-110.9171,AZTDC,Grass-Shrub,US-AZ,18,Group-2,"50-Year Trail, Pima County, Arizona, 85755, United States"
8585,6/9/2020,6/11/2020,4,Human,30.18067556,-97.94045473,TXTIC,Grass,US-TX,2,Group-1,"Bear Creek Drive, Bear Creek, Hays County, Texas, 78737, United States"
8586,10/19/2020,10/29/2020,4,Human,30.66646,-89.13311,MSMIC,Brush,US-MS,10,Group-1,"Tuxachanie Trail, Stone County, Mississippi, 39561, United States"
8587,11/17/2020,11/23/2020,0.38739958,Human,39.86037,-119.4777,NVSFC,Brush,US-NV,6,Group-1,"Sutcliffe Highway, Nixon, Washoe County, Nevada, 89424, United States"
8588,4/18/2020,4/20/2020,4,Human,47.673367,-103.3955,NDNDC,Grass,US-ND,2,Group-1,"McKenzie County, North Dakota, 58854, United States"
8589,3/22/2021,3/23/2021,1,Human,45.253783,-69.445469,NHNEC,Grass-Shrub,US-ME,1,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
8590,7/10/2020,7/27/2020,23.40052484,Human,40.7561,-113.0239,UTNUC,Grass,US-UT,17,Group-2,"Dwight D. Eisenhower Highway, Wendover, Tooele County, Utah, United States"
8591,8/24/2020,8/27/2020,4,Human,31.00751,-92.95384,LALIC,Timber,US-LA,3,Group-1,"A-Pelt Road, Vernon Parish, Louisiana, United States"
8592,8/10/2020,8/12/2020,76.907425,Human,43.28707,-112.0685,IDEIC,Unknown,US-ID,2,Group-1,"Bingham County, Idaho, United States"
8593,3/27/2020,4/13/2020,1.5,Human,46.5407855,-108.3748779,MTNCA,Grass,US-MT,17,Group-2,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
8594,1/29/2020,5/9/2020,20,Human,38.75326838,-116.5604344,NVECC,Brush,US-NV,101,Group-5,"Nye County, Nevada, United States"
8595,4/10/2020,4/14/2020,5.3,Unknown,39.43,-107.509,COGJC,Brush,US-CO,4,Group-1,"7300, CR 313, Garfield County, Colorado, United States"
8596,5/6/2020,5/10/2020,0.3,Human,47.09664,-94.50286,MNMNCC,Timber,US-MN,4,Group-1,"8015, Onigum Road Northwest, Baker, Cass County, Minnesota, 56484, United States"
8597,7/22/2020,7/23/2020,4,Natural,42.27314,-120.6192,ORLFC,Timber,US-OR,1,Group-1,"National Forest Development Road 383, Lake County, Oregon, United States"
8598,7/25/2020,8/5/2020,23.439141,Human,42.77922,-114.3895,IDSCC,Brush,US-ID,11,Group-1,"Jerome County, Idaho, United States"
8599,9/9/2020,9/19/2020,4,Human,47.4383819,-102.9841184,NDNDC,Grass,US-ND,10,Group-1,"Boyscout Camp Road, Dunn County, North Dakota, United States"
8600,3/13/2021,3/14/2021,2.5,Human,47.9902,-95.5576,MNMNCC,Grass,US-MN,1,Group-1,"River Road East, Clearwater County, Minnesota, United States"
8601,6/17/2020,7/16/2020,8.7,Human,61.405806,-159.306806,AKMSSC,Timber,US-AK,29,Group-2,"Unorganized Borough, Alaska, United States"
8602,9/11/2020,9/12/2020,4,Human,48.110556,-102.837222,NDNDC,Grass,US-ND,1,Group-1,"McKenzie County, North Dakota, 58854, United States"
8603,6/17/2020,7/1/2020,4,Human,37.47321024,-119.7222323,CASLCC,Grass-Shrub,US-CA,,,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
8604,5/31/2020,6/4/2020,2,Human,40.69589,-105.5237,COFTC,Timber,US-CO,4,Group-1,"28018, Poudre Canyon Highway, Indian Meadows, Larimer County, Colorado, 80512, United States"
8605,7/13/2020,7/15/2020,4,Human,38.72249,-106.8069,COMTC,Brush,US-CO,2,Group-1,"3495, Jacks Cabin Cutoff Road, Gunnison County, Colorado, 81210, United States"
8606,3/8/2021,3/26/2021,2,Unknown,33.35371,-97.62864,TXTIC,Grass,US-TX,18,Group-2,"Fs 944, Wise County, Texas, United States"
8607,3/30/2021,3/30/2021,2.2,Human,45.253783,-69.445469,NHNEC,Grass,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
8608,11/14/2020,11/14/2020,0.86425706,Human,29.16458,-81.92083,FLFIC,Timber,US-FL,0,Group-1,"Marion County, Florida, United States"
8609,7/22/2020,7/28/2020,1890.368481,Natural,42.60329,-116.5525,IDBDC,Grass-Shrub,US-ID,6,Group-1,"Mud Flat Road, Owyhee County, Idaho, United States"
8610,3/10/2021,3/21/2021,42.01,Unknown,34.38194,-87.285,ALAIC,Timber,US-AL,11,Group-1,"County Road 90, Lawrence County, Alabama, 35650, United States"
8611,6/26/2020,6/27/2020,4,Unknown,45.12329,-107.3928,MTBDC,Grass,US-MT,1,Group-1,"Frontage Road, Wyola, Big Horn County, Montana, United States"
8612,8/6/2020,8/20/2020,20,Natural,44.86544,-117.314,ORBMC,Grass-Shrub,US-OR,,,"Sparta Lane, Sparta, Baker County, Oregon, United States"
8613,8/19/2020,11/9/2020,130.7456021,Natural,44.87021,-119.6257,ORJDCC,Timber,US-OR,82,Group-5,"National Forest Development Road 020, Grant County, Oregon, United States"
8614,9/21/2020,10/6/2020,1,Human,38.30404,-112.4239,UTRFC,Slash,US-UT,15,Group-2,"Beaver, Beaver County, Utah, United States"
8615,3/1/2020,3/4/2020,4,Human,33.30521,-89.1022,MSMIC,Timber,US-MS,3,Group-1,"Refuge Road, Choctaw County, Mississippi, United States"
8616,7/30/2020,9/11/2020,4,Human,44.00978,-120.4071,ORCOC,Unknown,US-OR,43,Group-3,"Forest Road 17, Crook County, Oregon, United States"
8617,6/29/2020,7/13/2020,8.23167579,Human,41.282783,-107.120583,WYCPC,Slash,US-WY,14,Group-1,"Carbon County, Wyoming, United States"
8618,7/16/2020,8/12/2020,7.1,Human,45.36087,-103.7138,MTMCC,Grass,US-SD,27,Group-2,"Short Hills Road, Harding County, South Dakota, United States"
8619,4/18/2020,4/21/2020,4,Human,44.54589,-84.13869,MIMIDC,Grass-Shrub,US-MI,3,Group-1,"Valley Road, Big Creek Township, Oscoda County, Michigan, United States"
8620,1/1/2021,1/2/2021,1,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,1,Group-1,"Pennington County, South Dakota, United States"
8621,3/23/2021,4/6/2021,1,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,,,"319, Steward Road, Monson, Maine, 04464, United States"
8622,7/31/2020,8/3/2020,2,Natural,47.784117,-107.419267,MTLEC,Timber,US-MT,3,Group-1,"Phillips County, Montana, United States"
8623,10/18/2020,12/1/2020,460,Unknown,40.06401,-105.469,COFTC,Timber,US-CO,44,Group-3,"Lefthand Canyon Drive, Glendale, Boulder County, Colorado, 80455, United States"
8624,8/16/2020,9/6/2020,4,Natural,34.24265,-111.5514,AZPHC,Grass,US-AZ,21,Group-2,"Gila County, Arizona, United States"
8625,3/6/2020,3/10/2020,4,Human,36.46827,-97.03186,ARAOC,Grass,US-OK,4,Group-1,"Pawnee County, Oklahoma, United States"
8626,5/15/2020,5/22/2020,4,Human,35.66951,-114.1917,AZPDC,Grass-Shrub,US-AZ,7,Group-1,"18714, Red Lake Drive, Mohave County, Arizona, 86441, United States"
8627,8/7/2020,8/17/2020,2992.963748,Human,34.13973,-112.147,AZPDC,Grass-Shrub,US-AZ,10,Group-1,"Bumblebee Road, Yavapai County, Arizona, United States"
8628,8/24/2020,9/9/2020,280.7216401,Natural,36.85767,-113.6754,UTCDC,Grass,US-AZ,16,Group-2,"Mohave County, Arizona, United States"
8629,1/17/2021,1/27/2021,0.1,Human,34.5174,-112.0599,AZPDC,Brush,US-AZ,10,Group-1,"Dewey-Copper Canyon Highway, Yavapai County, Arizona, 86327, United States"
8630,7/10/2020,7/15/2020,127.1646275,Natural,33.03671,-109.9643,AZTDC,Brush,US-AZ,5,Group-1,"Fort Thomas Post Office, US 70, Fort Thomas, Graham County, Arizona, 85536, United States"
8631,4/5/2020,4/5/2020,0.22,Human,44.74375969,-87.92382825,WIWIC,Grass,US-WI,0,Group-1,"Wisconsin, United States"
8632,7/23/2020,8/6/2020,4,Human,34.82784,-114.5795,AZPDC,Unknown,US-AZ,,,"McHave Valley Drive, Mohave County, Arizona, 92363, United States"
8633,4/26/2020,5/1/2020,4,Human,43.75642,-85.82025,MIMIDC,Timber,US-MI,5,Group-1,"792, West 14 Mile Road, Lilley Township, Newaygo County, Michigan, 49309, United States"
8634,3/1/2020,3/5/2020,10,Human,31.014433,-89.103533,MSMIC,Brush,US-MS,4,Group-1,"New York Road, Perry County, Mississippi, United States"
8635,7/23/2020,11/30/2020,1366.861083,Natural,41.73743,-121.058,CAMICC,Grass-Shrub,US-CA,130,Group-5,"Modoc County, California, United States"
8636,5/10/2020,5/11/2020,4,Unknown,47.75375,-103.977967,NDNDC,Grass,US-ND,1,Group-1,"McKenzie County, North Dakota, 58854, United States"
8637,5/2/2020,5/4/2020,0.3,Human,38.30621,-106.7632,COMTC,Grass-Shrub,US-CO,2,Group-1,"CO 114, Saguache County, Colorado, United States"
8638,8/3/2020,8/5/2020,4,Natural,47.958467,-109.251967,MTLEC,Grass-Shrub,US-MT,2,Group-1,"Blaine County, Montana, United States"
8639,3/31/2020,4/2/2020,0.40000001,Human,37.593917,-89.380383,ILILC,Timber,US-IL,2,Group-1,"329, Rattlesnake Ferry Road, Union County, Illinois, 62905, United States"
8640,9/15/2020,9/18/2020,61.135262,Human,43.0059,-115.7524,IDBDC,Grass,US-ID,3,Group-1,"ID 51, Elmore County, Idaho, United States"
8641,9/8/2020,9/25/2020,4,Unknown,47.4648,-115.2892,MTMDC,Slash,US-MT,17,Group-2,"Mineral County, Montana, United States"
8642,8/18/2020,10/7/2020,4,Natural,35.72757,-113.8203,AZWDC,Grass,US-AZ,50,Group-4,"Mohave County, Arizona, United States"
8643,5/30/2020,6/5/2020,2400.666197,Natural,42.8688,-115.5253,IDSCC,Grass,US-ID,6,Group-1,"Owyhee County, Idaho, United States"
8644,6/13/2020,6/15/2020,16.84000015,Human,40.6128,-112.3035,UTNUC,Unknown,US-UT,2,Group-1,"4612, Rabbit Lane, Erda, Tooele County, Utah, 84074, United States"
8645,8/25/2020,8/31/2020,405.573456,Natural,43.05081,-111.8224,IDEIC,Grass,US-ID,6,Group-1,"Bingham County, Idaho, United States"
8646,8/16/2020,1/25/2021,8419.470635,Natural,36.41967,-118.4484,CASQCC,Grass-Shrub,US-CA,162,Group-5,"Tulare County, California, United States"
8647,6/6/2020,8/31/2020,0.1,Natural,33.39661,-109.3128,AZFDC,Grass-Shrub,US-AZ,86,Group-5,"Trail #14, Greenlee County, Arizona, United States"
8648,3/2/2020,3/4/2020,4,Human,30.88372,-88.97429,MSMIC,Brush,US-MS,2,Group-1,"38, Miles Cemetary Drive, Stone County, Mississippi, 39577, United States"
8649,4/5/2020,4/9/2020,4,Human,35.1743,-84.293117,NCNCC,Timber,US-NC,4,Group-1,"Cherokee County, North Carolina, 37333, United States"
8650,5/30/2020,6/1/2020,45.8,Natural,39.21553,-112.4075,UTRFC,Grass,US-UT,2,Group-1,"North 3200 West Street, McCornick, Millard County, Utah, United States"
8651,3/20/2021,3/20/2021,0.98,Unknown,45.253783,-69.445469,NHNEC,Timber,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
8652,7/14/2020,7/29/2020,4,Natural,45.75002,-106.007,MTMCC,Grass-Shrub,US-MT,15,Group-2,"Powder River County, Montana, United States"
8653,2/24/2021,3/22/2021,4,Human,31.10591,-89.15371,MSMIC,Brush,US-MS,26,Group-2,"Forrest County, Mississippi, United States"
8654,8/9/2020,8/13/2020,0.02455053,Human,40.35244,-116.6239,NVCNC,Grass,US-NV,4,Group-1,"Gold Acres Road, Lander County, Nevada, United States"
8655,10/4/2020,10/14/2020,12.7,Human,47.4383819,-102.9841184,NDNDC,Timber,US-ND,10,Group-1,"Boyscout Camp Road, Dunn County, North Dakota, United States"
8656,5/25/2020,6/4/2020,2033.64179,Human,33.88391,-112.8806,AZPDC,Grass-Shrub,US-AZ,10,Group-1,"Maricopa County, Arizona, United States"
8657,7/25/2020,7/28/2020,2.245088,Human,42.97875,-112.743717,IDEIC,Grass,US-ID,3,Group-1,"Bingham County, Idaho, United States"
8658,4/11/2020,4/21/2020,19.79,Human,44.352932,-83.619039,MIMIDC,Timber,US-MI,10,Group-1,"2306, Robinet Drive, Wilber Township, Iosco County, Michigan, 48748, United States"
8659,6/20/2020,6/24/2020,0.1,Natural,43.908776,-71.635761,NHNEC,Timber,US-NH,4,Group-1,"Mountain View Road, Thornton, Grafton County, New Hampshire, 03285, United States"
8660,7/9/2020,7/12/2020,4,Natural,39.15311,-104.985,COPBC,Timber,US-CO,3,Group-1,"Douglas County, Colorado, United States"
8661,5/3/2020,5/9/2020,0.5,Unknown,46.98314,-94.11514,MNMNCC,Grass,US-MN,6,Group-1,"4995, 32nd Avenue Northeast, Inguadona, Cass County, Minnesota, 56672, United States"
8662,8/2/2020,11/12/2020,2,Natural,45.5131,-112.1067,MTDDC,Timber,US-MT,102,Group-5,"Indian Creek Road, Madison County, Montana, United States"
8663,8/11/2020,8/17/2020,0.1,Unknown,42.64313,-121.8797,ORLFC,Timber,US-OR,6,Group-1,"46157, The Dalles-California Highway, Klamath County, Oregon, 97624, United States"
8664,8/17/2020,8/28/2020,85.936066,Human,42.67594,-113.4897,IDSCC,Unknown,US-ID,11,Group-1,"Minidoka County, Idaho, United States"
8665,1/11/2020,1/13/2020,60.83,Human,35.767622,-83.831521,TNTNC,Timber,US-TN,2,Group-1,"Country Lane, Oak View, Blount County, Tennessee, 37886, United States"
8666,4/3/2020,4/13/2020,3,Human,43.954133,-85.96755,MIMIDC,Timber,US-MI,10,Group-1,"Little O ORV Trail, Sweetwater Township, Lake County, Michigan, United States"
8667,7/28/2020,7/31/2020,4,Natural,41.0268,-122.7258,CARICC,Unknown,US-CA,3,Group-1,"Trinity County, California, United States"
8668,10/4/2020,10/8/2020,6.88146691,Human,39.20487,-112.1668,UTRFC,Brush,US-UT,4,Group-1,"I 15;US 50, Millard County, Utah, United States"
8669,6/21/2020,7/5/2020,58.65280699,Human,33.52325,-113.125,AZPDC,Unknown,US-AZ,,,"Salome Road, Maricopa County, Arizona, United States"
8670,2/25/2021,3/1/2021,4,Human,31.48194,-90.98293,MSMIC,Timber,US-MS,4,Group-1,"Heagan Pate Road, Franklin County, Mississippi, United States"
8671,11/2/2020,11/9/2020,523.964846,Human,44.15591,-111.8235,IDEIC,Unknown,US-ID,7,Group-1,"Fremont County, Idaho, United States"
8672,3/7/2020,3/21/2020,4,Unknown,44.03513101,-103.0360372,SDGPC,Grass,US-SD,,,"Pennington County, South Dakota, United States"
8673,12/20/2020,12/20/2020,4,Human,29.05634,-81.5602,FLFIC,Brush,US-FL,0,Group-1,"50394, Paisley Road, Lake County, Florida, 32702, United States"
8674,4/23/2020,5/15/2020,31.543452,Human,43.60434,-114.3504,IDSCC,Grass-Shrub,US-ID,22,Group-2,"East Fork Road, Blaine County, Idaho, United States"
8675,7/15/2020,7/29/2020,4,Human,46.306,-108.8118,MTBDC,Grass,US-MT,,,"1, Dean Creek Road, Golden Valley County, Montana, 59046, United States"
8676,8/25/2020,9/11/2020,11.4483779,Natural,38.77638,-119.649,NVSFC,Brush,US-NV,17,Group-2,"Leviathan Mine Road, Alpine County, California, United States"
8677,3/21/2020,4/3/2020,0.1,Human,45.06101,-107.4979,MTCRA,Timber,US-MT,13,Group-1,"Big Horn County, Montana, United States"
8678,7/19/2020,7/20/2020,4,Human,40.78771,-122.2526,CARICC,Brush,US-CA,1,Group-1,"Shasta County, California, United States"
8679,8/7/2020,8/12/2020,6.4,Natural,45.12915,-104.9601,MTMCC,Grass,US-MT,5,Group-1,"Carter County, Montana, 59324, United States"
8680,2/23/2021,3/16/2021,22,Human,31.9119,-109.989,AZTDC,Grass-Shrub,US-AZ,21,Group-2,"Abril Mine, Slavin Gulch Trail #332, Cochise County, Arizona, United States"
8681,8/13/2020,9/2/2020,866.103769,Human,40.633333,-116.0499,NVEIC,Brush,US-NV,20,Group-2,"Elko County, Nevada, United States"
8682,6/6/2020,8/1/2020,95.42083839,Natural,65.77995,-152.19,AKYTDC,Grass-Shrub,US-AK,56,Group-4,"Unorganized Borough, Alaska, United States"
8683,7/18/2020,12/11/2020,392.9022186,Human,43.71098,-121.4565,ORCOC,Grass-Shrub,US-OR,146,Group-5,"Rosland Road, La Pine, Deschutes County, Oregon, United States"
8684,8/17/2020,9/9/2020,30,Natural,30.21102,-84.50442,FLFIC,Grass,US-FL,23,Group-2,"Wakulla County, Florida, United States"
8685,9/24/2020,9/29/2020,108.52264,Human,42.40884,-112.1479,IDEIC,Unknown,US-ID,5,Group-1,"Bannock County, Idaho, United States"
8686,6/6/2020,6/11/2020,398.8132152,Natural,40.8076,-114.23175,NVEIC,Grass-Shrub,US-NV,5,Group-1,"County Road, Pilot, Elko County, Nevada, United States"
8687,6/4/2020,6/11/2020,4,Human,46.59818,-118.9536,WACWC,Grass-Shrub,US-WA,7,Group-1,"Poe Road, Franklin County, Washington, United States"
8688,9/26/2020,10/5/2020,3.13672375,Human,35.99421,-115.4651,NVLIC,Grass,US-NV,9,Group-1,"Pahrump Valley Highway, Blue Diamond, Clark County, Nevada, 89004, United States"
8689,7/5/2020,7/5/2020,4,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
8690,10/3/2020,10/21/2020,1,Human,37.7567,-112.6976,UTCDC,Unknown,US-UT,18,Group-2,"Iron County, Utah, United States"
