OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address,URLAddress,tempmax,tempmin,temp,humidity,precip,windspeed,pressure,visibility,solarradiation,conditions
12211,7/5/2021,7/5/2021,0.01,Human,46.5407855,-108.3748779,MTRBAC,Grass,US-MT,0,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States",572%2C%20North%20Gage%20Road%2C%20Musselshell%20County%2C%20Montana%2C%2059072%2C%20United%20States,77.7,62.7,71,46.74,0,20.8,1018.2,9.9,195.3,Clear
12212,7/5/2021,7/19/2021,1.03,Undetermined,47.55255,-93.97797,MNMNCC,Unknown,US-MN,,,"53570, Inger Road, Inger, Itasca County, Minnesota, 56636, United States",53570%2C%20Inger%20Road%2C%20Inger%2C%20Itasca%20County%2C%20Minnesota%2C%2056636%2C%20United%20States,87,68.4,77.9,63.46,0.01,12,1012.5,9.8,434.1,Rain
12213,7/2/2021,7/15/2021,0.8,Natural,43.81394,-114.9421,IDSCC,Timber,US-ID,13,Group-1,"Camas County, Idaho, 83327, United States",Camas%20County%2C%20Idaho%2C%2083327%2C%20United%20States,93.8,61.4,76.7,48.03,0,16.6,1017.5,9.9,302.8,Partially cloudy
12214,6/18/2021,7/8/2021,0.1,Natural,37.27401,-108.7135,CODRC,Grass-Shrub,US-CO,20,Group-2,"Whiskey Road, Montezuma County, Colorado, United States",Whiskey%20Road%2C%20Montezuma%20County%2C%20Colorado%2C%20United%20States,98.1,66,82.2,32.05,0.01,11.4,1011.1,9.9,50.6,Rain
12215,7/6/2021,7/20/2021,0.01,Undetermined,47.472433,-109.097733,MTLEC,Grass-Shrub,US-MT,,,"Fergus County, Montana, United States",Fergus%20County%2C%20Montana%2C%20United%20States,85.9,59.8,72.8,56.55,0,15.4,1016.6,9.9,404.2,Clear
12216,6/30/2021,7/9/2021,150,Natural,33.4442,-111.121,AZPHC,Unknown,US-AZ,9,Group-1,"West Pinto Creek Trail #212, Pinal County, Arizona, United States",West%20Pinto%20Creek%20Trail%20#212%2C%20Pinal%20County%2C%20Arizona%2C%20United%20States,,,,,,,,,,
12217,7/6/2021,7/18/2021,1,Undetermined,46.42942,-118.8879,WACWC,Unknown,US-WA,12,Group-1,"East Elm Road, Franklin County, Washington, United States",East%20Elm%20Road%2C%20Franklin%20County%2C%20Washington%2C%20United%20States,101.4,61.4,83.3,34.26,0,7.7,1010.7,9.9,507.8,Clear
12218,6/19/2021,7/6/2021,1,Human,34.937683,-76.34835,NCNCC,Grass,US-NC,17,Group-2,"Cedar Island National Wildlife Reserve, Highway 12 Atlantic, Carteret County, North Carolina, 28511, United States",Cedar%20Island%20National%20Wildlife%20Reserve%2C%20Highway%2012%20Atlantic%2C%20Carteret%20County%2C%20North%20Carolina%2C%2028511%2C%20United%20States,83.7,68.7,77.5,73.94,0,9.5,1020.4,9,328.5,Clear
12219,7/5/2021,7/18/2021,16.35029399,Natural,37.6562,-112.4396,UTCDC,Timber,US-UT,13,Group-1,"Garfield County, Utah, 84735, United States",Garfield%20County%2C%20Utah%2C%2084735%2C%20United%20States,89.4,50.2,71,33.96,0,13.9,1013.9,9.9,483,Clear
12220,6/20/2021,6/20/2021,0.5,Human,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,0,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,58.9,45.8,52.4,65.75,0.08,16.4,1012.1,9.8,347.5,"Rain, Partially cloudy"
12221,6/24/2021,7/6/2021,15,Human,47.57047697,-93.74467364,MNMNCC,Timber,US-MN,12,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,78.7,58.5,68.4,66.2,0.12,11.8,1009.6,9.5,459.9,Rain
12222,7/5/2021,7/20/2021,11,Human,41.2056,-122.7427,CARICC,Unknown,US-CA,15,Group-2,"Tangle Blue Lake Trail 8W01, Trinity County, California, United States",Tangle%20Blue%20Lake%20Trail%208W01%2C%20Trinity%20County%2C%20California%2C%20United%20States,97.1,57.4,77.9,38.07,0,6.3,1015.3,8.7,531.1,Clear
12223,7/5/2021,7/5/2021,4,Human,47.97483,-114.1858,MTKIC,Grass-Shrub,US-MT,0,Group-1,"420, Lutheran Camp Road, Flathead County, Montana, 59922, United States",420%2C%20Lutheran%20Camp%20Road%2C%20Flathead%20County%2C%20Montana%2C%2059922%2C%20United%20States,89.1,61.1,75.2,51.53,0,10.3,1014.7,9.9,491.2,Clear
12224,7/3/2021,7/3/2021,4,Undetermined,48.09576,-114.0865,MTKIC,Grass,US-MT,0,Group-1,"Little Brown Church, MT 83, Flathead County, Montana, United States",Little%20Brown%20Church%2C%20MT%2083%2C%20Flathead%20County%2C%20Montana%2C%20United%20States,89.1,61.1,75.2,51.53,0,10.3,1014.7,9.9,412.3,Clear
12225,7/6/2021,7/20/2021,19352.16414,Undetermined,43.32844,-122.189,ORRICC,Unknown,US-OR,,,"National Forest Development Road 920, Douglas County, Oregon, United States",National%20Forest%20Development%20Road%20920%2C%20Douglas%20County%2C%20Oregon%2C%20United%20States,88.4,65,74.2,37.3,0,10.3,1019.2,9.9,368.1,Clear
12226,7/1/2021,7/15/2021,2.180855485,Undetermined,41.98133,-113.9244,UTNUC,Unknown,US-UT,,,"Box Elder County, Utah, United States",Box%20Elder%20County%2C%20Utah%2C%20United%20States,95.6,64.7,81.4,33.7,0,11.5,1011.8,9.9,446.3,Clear
12227,7/5/2021,7/5/2021,4,Human,48.20016,-114.4187,MTKIC,Grass,US-MT,0,Group-1,"North Hill Road, Batavia, Flathead County, Montana, United States",North%20Hill%20Road%2C%20Batavia%2C%20Flathead%20County%2C%20Montana%2C%20United%20States,89.1,61.1,75.2,51.53,0,10.3,1014.7,9.9,471.5,Clear
12228,7/5/2021,7/5/2021,4,Human,48.38402,-114.1823,MTKIC,Timber,US-MT,0,Group-1,"199, Connie Lou Lane, Flathead County, Montana, 59912, United States",199%2C%20Connie%20Lou%20Lane%2C%20Flathead%20County%2C%20Montana%2C%2059912%2C%20United%20States,89.1,61.1,75.2,51.53,0,10.3,1014.7,9.9,453.5,Clear
12229,7/6/2021,7/11/2021,0.1,Human,48.32498,-114.4322,MTKIC,Grass-Shrub,US-MT,5,Group-1,"Lore Lake Road, Flathead County, Montana, United States",Lore%20Lake%20Road%2C%20Flathead%20County%2C%20Montana%2C%20United%20States,89.1,61.1,75.2,51.53,0,10.3,1014.7,9.9,161.4,Clear
12230,6/20/2021,7/6/2021,1,Natural,32.70885,-108.538,NMSDC,Grass-Shrub,US-NM,16,Group-2,"Grant County, New Mexico, United States",Grant%20County%2C%20New%20Mexico%2C%20United%20States,98.1,71.3,82.9,21.74,0,31.1,1019.1,9.6,457.2,Clear
12231,7/6/2021,7/20/2021,395463.3009,Natural,42.60924,-121.3781,ORLFC,Unknown,US-OR,,,"Klamath County, Oregon, United States",Klamath%20County%2C%20Oregon%2C%20United%20States,89.1,46.1,69.8,44.1,0,18.3,1014.2,9.9,548.7,Clear
12232,7/7/2021,7/20/2021,1.5,Human,47.25343,-120.0877,WACWC,Unknown,US-WA,13,Group-1,"Douglas County, Washington, United States",Douglas%20County%2C%20Washington%2C%20United%20States,92.5,71.7,81.4,30.77,0.01,21.8,1007.9,9.8,408.4,Rain
12233,7/5/2021,7/10/2021,4,Undetermined,44.26928,-105.2814,WYCPC,Unknown,US-WY,5,Group-1,"Campbell County, Wyoming, United States",Campbell%20County%2C%20Wyoming%2C%20United%20States,97.1,63,77.9,44.14,0.03,24.2,1011,9.9,404.6,Rain
12234,6/30/2021,6/30/2021,0.6,Human,44.43747,-103.4816,SDGPC,Grass,US-SD,0,Group-1,"Fort Meade, Meade County, South Dakota, 57741, United States",Fort%20Meade%2C%20Meade%20County%2C%20South%20Dakota%2C%2057741%2C%20United%20States,88.3,61.2,74.5,65.86,0.02,13.7,1009.3,9.6,475.4,"Rain, Partially cloudy"
12235,7/6/2021,7/20/2021,148,Undetermined,47.3178,-107.960417,MTLEC,Unknown,US-MT,,,"Petroleum County, Montana, 59087, United States",Petroleum%20County%2C%20Montana%2C%2059087%2C%20United%20States,85,58.8,71.2,57.93,0,16.4,1018.5,9.9,419.6,Clear
12236,7/5/2021,7/19/2021,29359.94589,Natural,45.58543,-115.4441,IDGVC,Unknown,US-ID,,,"National Forest Development Road 222, Idaho County, Idaho, United States",National%20Forest%20Development%20Road%20222%2C%20Idaho%20County%2C%20Idaho%2C%20United%20States,,,,,,,,,,
12237,7/6/2021,7/16/2021,0.02,Natural,44.15317,-114.8773,IDSCC,Timber,US-ID,10,Group-1,"Idaho, United States",Idaho%2C%20United%20States,107,71.7,89,20.03,0,14.8,1010.1,9.9,457.1,Clear
12238,7/6/2021,7/9/2021,0.24,Human,35.7837,-114.5209,AZPDC,Grass-Shrub,US-AZ,3,Group-1,"US 93, Mohave County, Arizona, 86445, United States",US%2093%2C%20Mohave%20County%2C%20Arizona%2C%2086445%2C%20United%20States,111,86.5,99.9,11.43,0,7.1,1006.9,9.9,489.9,Clear
12239,7/3/2021,7/20/2021,2153.02,Natural,42.47641,-42.32486,IDSCC,Grass-Shrub,US-ID,17,Group-2,"Custer County, Idaho, United States",Custer%20County%2C%20Idaho%2C%20United%20States,,,,,,,,,,
12240,7/6/2021,7/17/2021,0.16,Undetermined,34.15813,-114.2909,AZPDC,Brush,US-AZ,11,Group-1,"398, South Geronimo Avenue, Parker, Arizona, 85344, United States",398%2C%20South%20Geronimo%20Avenue%2C%20Parker%2C%20Arizona%2C%2085344%2C%20United%20States,107.3,90.5,97.1,30.13,0.04,21.9,1008.8,9.9,398.1,Rain
12241,7/5/2021,7/19/2021,5.64,Natural,45.13023,-104.9874,MTMCC,Timber,US-MT,,,"Carter County, Montana, 59324, United States",Carter%20County%2C%20Montana%2C%2059324%2C%20United%20States,89.1,55.6,73.7,48.7,0,13.9,1016.2,9.9,416.4,Clear
12242,7/6/2021,7/20/2021,6.052832835,Undetermined,39.20091,-119.6878,NVSFC,Unknown,US-NV,,,"US 50, Carson City, Nevada, 89796, United States",US%2050%2C%20Carson%20City%2C%20Nevada%2C%2089796%2C%20United%20States,95.1,58.1,78.1,30.18,0,19.1,1015.3,9.7,471.8,Clear
12243,7/7/2021,7/12/2021,0.11,Human,37.60947,-114.7076,NVECC,Unknown,US-NV,5,Group-1,"Great Basin Highway, Caliente, Lincoln County, Nevada, 89008, United States",Great%20Basin%20Highway%2C%20Caliente%2C%20Lincoln%20County%2C%20Nevada%2C%2089008%2C%20United%20States,,,,,,,,,,
12244,7/6/2021,7/17/2021,1.42,Undetermined,47.746083,-109.039417,MTLEC,Grass,US-MT,11,Group-1,"Fergus County, Montana, United States",Fergus%20County%2C%20Montana%2C%20United%20States,85.9,59.8,72.8,56.55,0,15.4,1016.6,9.9,404.2,Clear
12245,7/6/2021,7/20/2021,0.14,Natural,44.01883,-104.044,SDGPC,Unknown,US-WY,,,"Pennington County, South Dakota, United States",Pennington%20County%2C%20South%20Dakota%2C%20United%20States,81.5,65.7,71.8,71.11,0,16.7,1017.3,9.9,313.8,Partially cloudy
12246,7/5/2021,7/19/2021,1,Natural,47.877,-91.48368,MNMNCC,Unknown,US-MN,,,"Lake County, Minnesota, United States",Lake%20County%2C%20Minnesota%2C%20United%20States,94.6,73.9,83.5,54.52,0,11.4,1011.6,9.9,487.5,Clear
12247,4/8/2021,4/22/2021,0.1,Undetermined,43.98214,-117.237,ORVAC,Unknown,US-OR,,,"Water Street North, Vale, Malheur County, Oregon, 97918, United States",Water%20Street%20North%2C%20Vale%2C%20Malheur%20County%2C%20Oregon%2C%2097918%2C%20United%20States,74.2,54.5,63.3,34.69,0,18,1017.8,9.9,458.5,Partially cloudy
12248,2/2/2021,2/16/2021,1,Unknown,37.47321024,-119.7222323,CAMVIC,Unknown,US-CA,,,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States",5790%2C%20Creel%20Road%2C%20Ponderosa%20Basin%2C%20Mariposa%20County%2C%20California%2C%2095338%2C%20United%20States,91,54.4,73.9,37.67,0,8.6,1012.2,9.9,528.1,Clear
12250,1/4/2021,1/18/2021,4,Unknown,31.31834,-94.99506,TXTIC,Unknown,US-TX,,,"North Cedar Road, Trinity County, Texas, 75926, United States",North%20Cedar%20Road%2C%20Trinity%20County%2C%20Texas%2C%2075926%2C%20United%20States,84.9,71.6,77.9,85.91,0.32,7.1,1013.8,9.2,302.7,"Rain, Partially cloudy"
12251,7/6/2021,7/14/2021,0.16,Natural,47.673717,-108.846717,MTLEC,Grass-Shrub,US-MT,8,Group-1,"Fergus County, Montana, United States",Fergus%20County%2C%20Montana%2C%20United%20States,88,56.2,69.9,66.21,0.92,21.2,1012,9.7,357.1,Rain
12252,7/6/2021,7/19/2021,3.18,Natural,34.61094,-93.12793,ARAOC,Timber,US-AR,13,Group-1,"Old Dove Lane, Garland County, Arkansas, 71956, United States",Old%20Dove%20Lane%2C%20Garland%20County%2C%20Arkansas%2C%2071956%2C%20United%20States,91.6,72.6,81.4,72.53,0.05,7.9,1013,9.4,439,"Rain, Partially cloudy"
12253,1/15/2021,1/29/2021,130.2078662,Human,35.40911772,-93.32387386,ARAOC,Unknown,US-AR,,,"County Road 2731, Johnson County, Arkansas, 72847, United States",County%20Road%202731%2C%20Johnson%20County%2C%20Arkansas%2C%2072847%2C%20United%20States,75.8,59,66.1,78.89,0.9,20.2,1008.6,9.2,376.1,"Rain, Partially cloudy"
12254,3/9/2021,3/23/2021,207,Unknown,31.21257018,-88.46324867,MSMIC,Unknown,US-MS,,,"Greene County, Mississippi, United States",Greene%20County%2C%20Mississippi%2C%20United%20States,83.8,65.7,76.2,84.9,1.43,17.1,1011.5,8.7,354.8,"Rain, Overcast"
12255,3/6/2021,3/20/2021,128,Unknown,31.21257018,-88.46324867,MSMIC,Unknown,US-MS,,,"Greene County, Mississippi, United States",Greene%20County%2C%20Mississippi%2C%20United%20States,83.8,65.7,76.2,84.9,1.43,17.1,1011.5,8.7,354.8,"Rain, Overcast"
12256,7/4/2021,7/18/2021,118,Natural,45.63635,-104.4258,MTMCC,Grass-Shrub,US-MT,,,"Carter County, Montana, 59324, United States",Carter%20County%2C%20Montana%2C%2059324%2C%20United%20States,81.4,57.6,69.6,56.53,0,13,1017.5,9.9,314.2,Partially cloudy
12257,2/26/2021,3/12/2021,4,Unknown,33.49023516,-86.36180677,ALAIC,Unknown,US-AL,,,"Lagniappe, New London, St. Clair County, Alabama, United States",Lagniappe%2C%20New%20London%2C%20St.%20Clair%20County%2C%20Alabama%2C%20United%20States,80.5,70.6,74.5,88.66,0.85,5.4,1016.5,9.2,150.1,"Rain, Partially cloudy"
12258,6/24/2021,7/4/2021,0.1,Natural,40.397467,-120.772617,CASIFC,Timber,US-CA,10,Group-1,"Bizz Johnson Trail, Lassen County, California, United States",Bizz%20Johnson%20Trail%2C%20Lassen%20County%2C%20California%2C%20United%20States,102.3,62.7,83.5,15.74,0,16.1,,9.9,380.4,Clear
12259,3/7/2021,3/21/2021,551,Unknown,33.49023516,-86.36180677,ALAIC,Unknown,US-AL,,,"Lagniappe, New London, St. Clair County, Alabama, United States",Lagniappe%2C%20New%20London%2C%20St.%20Clair%20County%2C%20Alabama%2C%20United%20States,78.6,63,70.3,90.22,4.82,14.2,1011.9,7.6,78.9,"Rain, Partially cloudy"
12260,6/20/2021,7/5/2021,0.9981887,Natural,39.576667,-109.741389,UTUBC,Timber,US-UT,15,Group-2,"Utah, United States",Utah%2C%20United%20States,103.5,76.2,89.7,19.75,0,13.8,1007.2,9.9,468.3,Partially cloudy
12261,7/4/2021,7/7/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,3,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,91.3,66.9,78.2,65.64,0.08,10.8,1007.1,9.9,395.8,Rain
12262,6/19/2021,7/3/2021,2.355093787,Natural,39.41021,-108.159,COGJC,Unknown,US-CO,,,"Garfield County, Colorado, United States",Garfield%20County%2C%20Colorado%2C%20United%20States,86.9,65.5,74.3,35.88,0,16.5,1010,9.9,247.7,Clear
12263,7/5/2021,7/19/2021,10,Natural,45.62199,-104.2421,MTMCC,Timber,US-MT,,,"Maverick Creek Trail #3036, Carter County, Montana, United States",Maverick%20Creek%20Trail%20#3036%2C%20Carter%20County%2C%20Montana%2C%20United%20States,,,,,,,,,,
12264,7/5/2021,7/19/2021,4,Undetermined,45.92073,-104.461,MTMCC,Timber,US-MT,,,"Carter County, Montana, 59324, United States",Carter%20County%2C%20Montana%2C%2059324%2C%20United%20States,81.4,57.6,69.6,56.53,0,13,1017.5,9.9,314.2,Partially cloudy
12265,7/1/2021,7/15/2021,52.25664124,Natural,44.14108,-119.7066,ORCOC,Unknown,US-OR,,,"Crook County, Oregon, United States",Crook%20County%2C%20Oregon%2C%20United%20States,89.4,60.3,75.8,26.97,0,16.1,1014.4,9.9,490.7,Clear
12266,7/5/2021,7/7/2021,5.16,Human,43.26059,-116.5657,IDBDC,Grass-Shrub,US-ID,2,Group-1,"Marsing Murphy Road, Murphy, Owyhee County, Idaho, United States",Marsing%20Murphy%20Road%2C%20Murphy%2C%20Owyhee%20County%2C%20Idaho%2C%20United%20States,99.3,71.6,85.7,33.48,0,8.9,1012.1,9.9,429.3,Clear
12267,7/5/2021,7/8/2021,1.95,Human,43.28076,-116.5794,IDBDC,Grass-Shrub,US-ID,3,Group-1,"H215, Owyhee County, Idaho, United States",H215%2C%20Owyhee%20County%2C%20Idaho%2C%20United%20States,98.7,70,84.7,36.61,0,9,1013.3,9.9,555,Clear
12269,7/7/2021,7/21/2021,21.97,Undetermined,45.6045,-107.554,MTBDC,Unknown,US-MT,,,"BIA 1, Big Horn County, Montana, United States",BIA%201%2C%20Big%20Horn%20County%2C%20Montana%2C%20United%20States,93.8,61.1,75.1,50.02,0.02,31.1,1011.2,9.9,374.3,"Rain, Partially cloudy"
12270,6/30/2021,7/14/2021,0.01,Natural,44.41161,-119.3765,ORJDCC,Unknown,US-OR,,,"Grant County, Oregon, United States",Grant%20County%2C%20Oregon%2C%20United%20States,101.3,71.3,85.1,24.21,0.09,20.8,1012.7,9.9,269.7,Rain
12271,7/4/2021,7/4/2021,0.01,Human,61.4865,-149.114833,AKMSSC,Unknown,US-AK,0,Group-1,"10714, Old Glenn Highway, Matanuska-Susitna, Alaska, 99645, United States",10714%2C%20Old%20Glenn%20Highway%2C%20Matanuska-Susitna%2C%20Alaska%2C%2099645%2C%20United%20States,67.4,49.2,58.7,63.49,0,7.2,1023.3,9.9,385.7,Partially cloudy
12272,7/6/2021,7/20/2021,0,Natural,45.56813,-115.6329,IDGVC,Unknown,US-ID,,,"Idaho County, Idaho, United States",Idaho%20County%2C%20Idaho%2C%20United%20States,85.7,61,73,59.97,0,5.8,1014.4,8.7,151.3,Clear
12273,7/7/2021,7/21/2021,541.802721,Natural,46.57806,-116.6057,IDGVC,Unknown,US-ID,,,"32283, South Road, Nez Perce County, Idaho, 83537, United States",32283%2C%20South%20Road%2C%20Nez%20Perce%20County%2C%20Idaho%2C%2083537%2C%20United%20States,92.9,60.8,76.8,28.14,0,7,1016.2,7.3,242,Partially cloudy
12274,7/7/2021,7/21/2021,1,Natural,46.19919,-116.7937,IDGVC,Unknown,US-ID,,,"Nez Perce County, Idaho, United States",Nez%20Perce%20County%2C%20Idaho%2C%20United%20States,90.7,62.7,76,35.99,0,10.4,1009.3,9.7,475,Clear
12275,7/7/2021,7/11/2021,20.99078255,Undetermined,44.9696,-105.927,WYCPC,Unknown,US-WY,4,Group-1,"Fence Creek Road, Sheridan County, Wyoming, United States",Fence%20Creek%20Road%2C%20Sheridan%20County%2C%20Wyoming%2C%20United%20States,92,56.9,75,53.16,0,11.4,1009.3,9.9,475.4,Clear
12276,7/3/2021,7/3/2021,0.1,Human,44.43262,-103.4733,SDGPC,Grass,US-SD,0,Group-1,"Fort Meade, Meade County, South Dakota, 57741, United States",Fort%20Meade%2C%20Meade%20County%2C%20South%20Dakota%2C%2057741%2C%20United%20States,88.3,61.2,74.5,65.86,0.02,13.7,1009.3,9.6,475.4,"Rain, Partially cloudy"
12277,7/1/2021,7/4/2021,19,Natural,43.89384,-113.6553,IDCIC,Grass-Shrub,US-ID,3,Group-1,"Mine Hill Road, Idaho, 83251, United States",Mine%20Hill%20Road%2C%20Idaho%2C%2083251%2C%20United%20States,96.3,68.9,83.2,22.5,0,14.2,1009.3,9.2,431.5,Clear
12278,7/8/2021,7/8/2021,0.18,Human,44.62935,-113.1968,IDCIC,Grass-Shrub,US-ID,0,Group-1,"Lemhi County, Idaho, United States",Lemhi%20County%2C%20Idaho%2C%20United%20States,79.9,61.2,69,56.18,0.03,8.1,1018.5,9.2,154.4,"Rain, Partially cloudy"
12279,7/7/2021,7/21/2021,47.54,Undetermined,39.02324,-111.7515,UTRFC,Unknown,US-UT,,,"Willow Creek Reservoir, Willow Creek Road, Sevier County, Utah, United States",Willow%20Creek%20Reservoir%2C%20Willow%20Creek%20Road%2C%20Sevier%20County%2C%20Utah%2C%20United%20States,106.1,74.9,90.9,14.06,0,10.3,973.3,9.6,568.6,Clear
12280,7/7/2021,7/21/2021,99.67,Undetermined,44.41123,-117.8449,ORVAC,Unknown,US-OR,,,"Malheur County, Oregon, United States",Malheur%20County%2C%20Oregon%2C%20United%20States,100.1,54,79.7,14.82,0,21.9,1009.9,,519.4,Clear
12281,5/23/2021,7/1/2021,3,Natural,37.64384,-108.4116,CODRC,Timber,US-CO,39,Group-3,"US Highway Fs Road 525, Dolores County, Colorado, United States",US%20Highway%20Fs%20Road%20525%2C%20Dolores%20County%2C%20Colorado%2C%20United%20States,96.3,65.6,81,32.05,0.01,10.4,1012.1,9.9,448,Rain
12282,7/5/2021,7/8/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,3,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,72,39.4,56.5,66.4,0,5.4,1017.6,9.9,458,Clear
12283,7/7/2021,7/8/2021,1,Natural,42.23133,-114.1632,IDSCC,Timber,US-ID,1,Group-1,"Big Cedar Road, Cassia County, Idaho, United States",Big%20Cedar%20Road%2C%20Cassia%20County%2C%20Idaho%2C%20United%20States,97.7,64.9,83,31.95,0,15.7,1007.4,9.9,367.1,Clear
12284,6/24/2021,7/8/2021,4,Natural,45.16795,-104.6337,MTMCC,Unknown,US-MT,,,"Carter County, Montana, 59324, United States",Carter%20County%2C%20Montana%2C%2059324%2C%20United%20States,83.8,59.1,72.5,40.92,0,20.7,1010.6,9.9,390.6,Clear
12286,7/4/2021,7/8/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,4,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,87.9,68.4,78.3,63.65,0.01,14.3,1011.8,9.6,440.9,Rain
12287,7/7/2021,7/21/2021,73528.56371,Natural,46.29959,-117.3877,ORBMC,Unknown,US-WA,,,"Asotin County, Washington, United States",Asotin%20County%2C%20Washington%2C%20United%20States,88,65,76.3,32.76,0.01,19.6,1013,9.8,456.8,Rain
12288,6/7/2021,7/8/2021,0.1,Undetermined,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,31,Group-3,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,87.8,64.3,75.3,66.75,0.29,7.8,1014.7,9.6,374.8,Rain
12289,7/7/2021,7/21/2021,4,Natural,47.25994,-107.575,MTMCC,Unknown,US-MT,,,"Garfield County, Montana, United States",Garfield%20County%2C%20Montana%2C%20United%20States,91.1,59.1,74.4,55.97,0.01,30,1008.6,,443.7,Rain
12290,7/7/2021,7/21/2021,4,Natural,47.3575,-107.971,MTMCC,Unknown,US-MT,,,"Petroleum County, Montana, 59087, United States",Petroleum%20County%2C%20Montana%2C%2059087%2C%20United%20States,83.9,59.2,71.8,44.75,0,21.6,1011,9.9,485.5,Clear
12291,6/13/2021,6/13/2021,1,Human,34.17705,-117.2742,CASBCC,Grass-Shrub,US-CA,0,Group-1,"Rim of the World Highway, San Bernardino, San Bernardino County, California, 92404, United States",Rim%20of%20the%20World%20Highway%2C%20San%20Bernardino%2C%20San%20Bernardino%20County%2C%20California%2C%2092404%2C%20United%20States,89.7,51.9,71.4,30.89,0,14,1013.2,9.9,570.9,Clear
12292,7/9/2020,7/23/2020,4,Human,33.569934,-116.736461,CARRCC,Brush,US-CA,,,"38004, Cary Road, Riverside County, California, 92539, United States",38004%2C%20Cary%20Road%2C%20Riverside%20County%2C%20California%2C%2092539%2C%20United%20States,101.5,75.8,87.8,38.48,0,13.7,1008.6,9.9,436.4,Clear
12293,7/9/2020,7/23/2020,4,Human,33.569934,-116.736461,CARRCC,Brush,US-CA,,,"38004, Cary Road, Riverside County, California, 92539, United States",38004%2C%20Cary%20Road%2C%20Riverside%20County%2C%20California%2C%2092539%2C%20United%20States,101.5,75.8,87.8,38.48,0,13.7,1008.6,9.9,436.4,Clear
12294,7/9/2020,7/23/2020,4,Human,33.569934,-116.736461,CARRCC,Brush,US-CA,,,"38004, Cary Road, Riverside County, California, 92539, United States",38004%2C%20Cary%20Road%2C%20Riverside%20County%2C%20California%2C%2092539%2C%20United%20States,101.5,75.8,87.8,38.48,0,13.7,1008.6,9.9,436.4,Clear
12295,7/9/2020,7/23/2020,4,Human,33.569934,-116.736461,CARRCC,Brush,US-CA,,,"38004, Cary Road, Riverside County, California, 92539, United States",38004%2C%20Cary%20Road%2C%20Riverside%20County%2C%20California%2C%2092539%2C%20United%20States,101.5,75.8,87.8,38.48,0,13.7,1008.6,9.9,436.4,Clear
